,region,wri_category,vulnerability_category,susceptibility_category,wri,exposure,vulnerability,susceptibility,lack_of_coping_capabilities,lack_of_adaptive_capacities,year,exposure_Sklearn,vulnerability_categorymap,susceptibility_categorymap,wri_categorymap
150,kiribati,Very High,High,High,-0.3931186273756441,26.05,0.848836364098161,0.9906892726185956,0.7731490360852878,0.6033518244799162,2020.0,0.2604427526795552,4,4,5
151,uruguay,Very High,Low,Low,-0.6792326458338375,36.29,-1.1237274973848106,-0.8720054968546095,-1.1795218782298291,-0.997921393895108,2020.0,0.3630171291195031,2,2,5
152,jamaica,Very High,Medium,Medium,-0.7340711660383243,26.05,-0.1002437043434266,-0.3226778477734398,0.2161111715244399,-0.264828202355102,2020.0,0.2604427526795552,3,3,5
153,chile,Very High,Low,Low,-0.7376475912690517,33.41,-0.9930883995409824,-1.0021338739635162,-0.6056040783792588,-1.2104360494201885,2020.0,0.3341680857457677,2,2,5
154,japan,High,Very Low,Low,-1.024953751470821,38.67,-1.9568761809848556,-1.0086402928189613,-2.168686086207577,-2.049786568722735,2020.0,0.3868576580186316,1,2,4
155,netherlands,High,Very Low,Very Low,-1.2335785565965869,31.72,-1.9620671385150736,-1.2837688615635066,-1.9370933740325824,-2.1025033824963977,2020.0,0.3172393068215967,1,1,4
156,vanuatu,Very High,High,High,2.154488278645852,63.66,0.8211512572703298,0.5166501845790075,0.6664678450542407,1.0761557480124595,2012.0,0.6371832114594811,4,4,5
157,tonga,Very High,Medium,Medium,1.2377312778360576,55.27,0.3660773137878549,-0.065209558779389,0.6745702139933079,0.2796376399010147,2012.0,0.5531403385755785,3,3,5
158,philippines,Very High,Medium,High,1.161434206247206,52.46,0.5019073691619017,0.4934129743809884,0.7947553532561333,0.0259379736152599,2012.0,0.5249924872282881,3,4,5
159,guatemala,Very High,High,High,0.2995157256418987,36.3,0.8315331723307663,0.805721079442364,0.6657926476426524,0.8504618890439631,2012.0,0.3631172994089952,4,4,5
160,bangladesh,Very High,Very High,High,0.2363322132323809,31.7,1.4042688198315243,1.3810744039453149,1.0479543826019733,1.5085983609995417,2012.0,0.3170389662426124,5,4,5
161,solomon islands,Very High,High,High,-0.0104411276878107,29.98,1.124822272788103,1.4266193359334325,0.8737534504120354,0.881762497222076,2012.0,0.2998096764499649,4,4,5
162,costa rica,Very High,Low,Low,-0.1022360419431477,42.61,-0.5838679142421029,-0.65264623258531,-0.3841393273780979,-0.6198429951121164,2012.0,0.4263247520785335,2,2,5
163,cambodia,Very High,High,High,-0.1272710185582393,27.65,1.2563265302203013,1.609728552293822,1.037151224016551,0.8974128013111321,2012.0,0.276469998998297,4,4,5
164,el salvador,Very High,Medium,Medium,-0.1606509873783619,32.6,0.3695379521413337,0.0286687704206079,0.3639794046624103,0.5852304197452195,2012.0,0.3260542922969047,3,3,5
165,brunei darussalam,Very High,Low,Very Low,-0.2762887365052152,41.1,-0.7638211086230055,-1.305147094945684,-0.3821137351433311,-0.5580654789711046,2012.0,0.4111990383652208,2,1,5
166,mauritius,Very High,Low,Low,-0.3394722489147327,37.35,-0.5483963711189439,-0.8943132186447079,-0.6265351981385151,-0.00948113563892,2012.0,0.3736351798056696,2,2,5
167,nicaragua,Very High,High,High,-0.3430486741454603,27.23,0.7683765223797766,0.9107532695374096,0.7670722593809883,0.4526146850958477,2012.0,0.2722628468396273,4,4,5
168,fiji,Very High,Medium,Medium,-0.5421363453226198,27.71,0.1601693317558602,-0.2250815649417598,0.2701269644515523,0.3257648519529703,2012.0,0.2770710207352499,3,3,5
169,japan,Very High,Very Low,Very Low,-0.5612106132198327,45.91,-1.5649588874533702,-1.1238968554011357,-2.363818138156771,-0.5893660871492168,2012.0,0.4593809476109385,1,1,5
170,chile,Very High,Low,Low,-0.7126126146539599,30.95,-0.6876870648464695,-0.7121334906922387,-0.9101181110058556,-0.2228194913792142,2012.0,0.3095261945307022,2,2,5
171,netherlands,High,Very Low,Very Low,-1.1620500519820385,30.57,-1.7120360174762232,-1.3683523066842955,-2.17273727067711,-1.0259272012123666,2012.0,0.305719723530001,1,1,4
172,katar,Very Low,Very Low,Very Low,-2.1622569748421387,0.28,-0.9835716440689154,-1.7661733452743815,-1.074866279433549,0.0679466845911478,2012.0,0.0023039166583191,1,1,1
173,vanuatu,Very High,High,High,3.819910294421252,86.46,0.9171839715793692,0.6932529820839519,1.0162201042572947,0.7647970666617603,2018.0,0.8655714715015526,4,4,5
174,tonga,Very High,High,High,1.333102617322122,55.92,0.4378855596225419,0.0295982588285285,0.5901705375446946,0.5028603982238705,2018.0,0.5596514073925674,4,4,5
175,philippines,Very High,High,High,0.8228659510716774,49.94,0.2406291734742446,0.0900150053433778,0.6921253466946189,-0.237646095253057,2018.0,0.4997495742762696,4,4,5
176,solomon islands,Very High,High,Very High,0.6023197285101531,37.81,1.2147988699785548,1.735209487363125,0.7414147577406093,1.027557435314863,2018.0,0.3782430131223079,4,5,5
177,guyana,Very High,High,Medium,0.5951668780486985,45.56,0.2968645467182765,-0.1191198864387933,0.4078672364156896,0.4559094859567016,2018.0,0.4558749874787138,4,3,5
178,papua new guinea,Very High,Very High,Very High,0.3150135683083841,31.05,1.7036140374074484,2.5066848659373564,0.8426943694789453,1.6173267894077223,2018.0,0.3105278974256235,5,5,5
179,guatemala,Very High,High,High,0.2816335994882619,38.5,0.5148847629874473,0.4060410640364364,0.677271003639663,0.2845798411922958,2018.0,0.3851547630972653,4,4,5
180,brunei darussalam,Very High,Low,Very Low,0.0694323691317684,52.71,-1.0242341447222922,-1.2837688615635066,-0.662995858364316,-0.9789762889451978,2018.0,0.5274967444655915,2,1,5
181,bangladesh,Very High,High,High,-0.1022360419431477,29.95,0.9068020565189326,0.4748232062225729,0.9210172692232582,1.046502540264774,2018.0,0.2995091655814885,4,4,5
182,fiji,Very High,Medium,Medium,-0.1976073814292122,35.51,-0.0751540762807047,-0.5838640903991738,0.2809301230369755,-0.0391343433866056,2018.0,0.3552038465391164,3,3,5
183,costa rica,Very High,Low,Low,-0.1999916649163637,44.27,-0.8771570146994395,-0.7613963763120388,-0.6164072369646816,-1.0794677152012435,2018.0,0.4429530201342282,2,2,5
184,cambodia,Very High,High,High,-0.258406610351578,27.13,1.0097560475349296,1.1487023019651246,0.9932633922632716,0.6552449380383663,2018.0,0.2712611439447059,4,4,5
185,east timor,Very High,High,High,-0.2607908938387296,26.96,1.0391714735395006,1.543734875331448,0.4976684921570141,0.9921383260606832,2018.0,0.2695582490233397,4,4,5
186,el salvador,Very High,Medium,Medium,-0.2727123112744878,33.46,0.0087664037911584,-0.2771329157853226,0.3065876246773537,-0.1033829601732579,2018.0,0.3346689371932285,3,3,5
187,kiribati,Very High,High,High,-0.3358958236840054,26.37,0.9448690784072004,1.2109780252958158,0.7623458774998655,0.6947825483686135,2018.0,0.2636482019433036,4,4,5
188,mauritius,Very High,Low,Low,-0.4729921241952231,37.22,-0.7958320133926851,-1.0151467116744066,-0.8142400785602312,-0.3809699327002038,2018.0,0.3723329660422718,2,2,5
189,nicaragua,Very High,High,High,-0.5063720930153456,26.27,0.4932557732782043,0.2638293376245603,0.6002984987185276,0.4443776829437127,2018.0,0.2626464990483822,4,4,5
190,chile,Very High,Low,Low,-0.8449403481908742,31.84,-1.0839301563198032,-0.92126838247441,-0.8311200138499538,-1.2639765634090652,2018.0,0.3184413502955023,2,2,5
191,japan,Very High,Very Low,Low,-0.8532853403959049,46.55,-2.0537740548822647,-1.0235121073456934,-2.223377076546279,-2.247474620373972,2018.0,0.4657918461384353,1,2,5
192,netherlands,High,Very Low,Very Low,-1.2860327933139222,31.86,-2.0901107575937927,-1.258672674549646,-2.0545777236490523,-2.3487897468452315,2018.0,0.3186416908744866,1,1,4
193,vanuatu,Very High,High,High,2.1509118534151246,63.66,0.8168254593284814,0.5845028383572227,0.6644422528194739,1.0036701290736725,2016.0,0.6371832114594811,4,4,5
194,tonga,Very High,High,Medium,1.3223733416299397,55.27,0.4785480602759188,0.004502071814668,0.707654887161164,0.4979181969325894,2016.0,0.5531403385755785,4,3,5
195,philippines,Very High,High,High,1.0088400630695027,52.46,0.2899432700113189,0.299149897125549,0.6482375149413405,-0.2269379924552814,2016.0,0.5249924872282881,4,4,5
196,guatemala,Very High,High,High,0.1957993939508036,36.3,0.6238948711220325,0.6700157718859329,0.6536390942340516,0.390837168954836,2016.0,0.3631172994089952,4,4,5
197,bangladesh,Very High,High,High,0.1111573301569217,31.7,1.1187661556695148,0.8940224781948359,1.0155449068457054,1.1634679708250897,2016.0,0.3170389662426124,4,4,5
198,solomon islands,Very High,Very High,High,0.1075809049261942,29.98,1.4085946177733726,1.431266777973036,0.9615291139185932,1.5802602797231151,2016.0,0.2998096764499649,5,4,5
199,brunei darussalam,Very High,Low,Low,-0.1475374281990281,41.1,-0.5354189772933982,-1.042101875504109,-0.5502378906289684,0.0671229843759344,2016.0,0.4111990383652208,2,2,5
200,costa rica,Very High,Low,Low,-0.1475374281990281,42.61,-0.6625974367837475,-0.6777424195991705,-0.5090508485220452,-0.6709124084553525,2016.0,0.4263247520785335,2,2,5
201,cambodia,Very High,High,High,-0.1976073814292122,27.65,1.0737778570742895,0.8308172664562242,1.0479543826019733,1.0522684417712684,2016.0,0.276469998998297,4,4,5
202,el salvador,Very High,Medium,Medium,-0.2607908938387296,32.6,0.1471919379303145,-0.0717159776348343,0.2336663042257518,0.1997387190253063,2016.0,0.3260542922969047,3,3,5
203,mauritius,Very High,Low,Low,-0.3227822645046716,37.35,-0.5163854663492643,-0.9844735942130216,-0.6569190816600156,0.1997387190253063,2016.0,0.3736351798056696,2,2,5
204,nicaragua,Very High,High,High,-0.4312671631700699,27.23,0.531322795166472,0.4701757641829694,0.6333831718863846,0.3290596528138242,2016.0,0.2722628468396273,4,4,5
205,fiji,Very High,Medium,Medium,-0.6065119994757131,27.71,-0.0068064687994965,-0.4119087349338329,0.2275895275214515,0.0687703848063611,2016.0,0.2770710207352499,3,3,5
206,japan,Very High,Very Low,Low,-0.6255862673729261,45.91,-1.666182559292628,-1.003063362371437,-2.2470089859518905,-1.1297134283292665,2016.0,0.4593809476109385,1,2,5
207,chile,Very High,Low,Low,-0.7853332610120839,30.95,-0.8555280249901964,-0.8311080069060959,-0.85812791031351,-0.6602043056575769,2016.0,0.3095261945307022,2,2,5
208,netherlands,High,Very Low,Very Low,-1.1918535955714336,30.57,-1.7829791037225406,-1.2224226266407363,-2.0316210116550297,-1.5300317329230224,2016.0,0.305719723530001,1,1,4
209,south korea,Very High,Very Low,High,-0.399079336093523,30.82,-2.8756756638335026,1.6673568335849092,-2.682511316426735,-6.418940713156396,2016.0,0.3082239807673044,1,4,5
210,qatar,Very Low,Very Low,Very Low,-2.164641258329291,0.28,-1.675699314764695,-1.7596669264189362,-1.848642513114436,-0.9707392867930628,2016.0,0.0023039166583191,1,1,1
